,l3.1,l3.2,l11.1,l11.2
LINC01988,0,0,0.289518,0
LINC01989,0,0,0,0
LINC01990,0.254328,0,0.139117,0
LINC01991,0,0,0,0
LINC01992,0.118564,0.1067,0.0433409,0
LINC01993,0,0.0285693,0,0.0624749
LINC01994,0,0,0,0
LINC01995,0,0,0,0
LINC01996,0,0,0,0
LINC01997,0.0534448,0.218522,0.395211,0.09536
LINC01998,0,0,0.0375516,0
LINC01999,0,0.11699,0,0
LINC02000,0,0,0,0
LINC02002,0,0,0,0
LINC02003,0.0935444,0,0,0
LINC02004,0,0,0,0
LINC02005,0.183935,0.498297,0.26881,0
LINC02006,0,0,0,0
LINC02008,0,0.0551123,0.201806,0.189342
LINC02009,0,0,0,0
LINC02010,0,0,0,0
LINC02011,0,0,0,0
LINC02012,0.158187,0,0.0867373,0.143077
LINC02013,0.483829,0,0,0.195712
LINC02014,0.450231,1.22945,0.492752,0.411781
LINC02015,0.0441937,0.0301784,0.110446,0
LINC02016,0,0.112698,0,0
LINC02017,0,0,0,0
LINC02018,1.74947,1.48255,2.62326,2.99677
LINC02019,0.68078,0.673521,0.999271,0.441115
LINC02020,0.209105,0.652828,0.228903,0.382006
LINC02021,1.10243,0.478335,1.29776,1.14222
LINC02022,0,0,0,0
LINC02023,0,0,0.0758997,0
LINC02024,0,0,0,0
LINC02025,0.310191,0,0,0
LINC02026,0,0,0,0
LINC02027,0.227008,0.0934635,0.242454,0
LINC02028,0.228895,0.03122,0.0380779,0
LINC02029,0,0,0,0.0565536
LINC02030,0,0,0,0
LINC02031,0,0,0,0
LINC02032,0,0,0,0
LINC02033,0.188227,0,0,0
LINC02035,1.02121,1.13506,0.968905,1.34018
LINC02036,0.0466308,0.0829208,0,0
LINC02037,0,0.076575,0.0311705,0
LINC02038,0,0,0,0
LINC02040,0,0.288939,0,0
LINC02041,4.45742,3.55149,1.37762,1.57295
LINC02042,0,0,0,0
LINC02043,1.12345,1.1978,1.51725,1.52458
LINC02044,0,0,0,0
LINC02045,0,0,0,0
LINC02046,0,0,0,0
LINC02047,0,0,0,0
LINC02048,0,0,0,0
LINC02050,0,0,0,0
LINC02051,0.117488,0,0,0
LINC02052,0,0,0,0.0709928
LINC02054,0.0856773,0.297605,0,0.117884
LINC02055,0.137984,0.222244,0.429419,1.26105
LINC02056,0,0,0,0
LINC02057,0.389521,0.236995,0.142035,0
LINC02058,0,0,0,0
LINC02060,0,0,0,0
LINC02064,0.256669,0.150727,0.142629,0.318452
LINC02065,0,0,0,0
LINC02066,0,0,0,0
LINC02067,0,0,0.053153,0.113402
LINC02068,0.0202476,0.0544994,0.044432,0.0973886
LINC02069,0,0,0,0
LINC02071,0.0635103,0,0.0434602,0
LINC02073,0.574466,0.303756,0.237778,0.34962
LINC02074,0.141818,0.0641289,0,0
LINC02075,0.0776502,0.0349361,0.0851561,0.0468167
LINC02076,1.15803,1.58258,0.395287,0.546478
LINC02077,0,0,0,0
LINC02078,0,0.0417835,0.0513026,0.0182583
LINC02079,0.447636,0.416724,0,1.11278
LINC02080,0.170111,0.0383827,0.0467581,0.0517926
LINC02082,0.0485644,0.206056,0.0540251,0.02919
LINC02084,0,0,0,0
LINC02085,0,0,0,0
LINC02086,0.454538,0.435038,0.432649,0.506034
LINC02087,0,0,0,0.069853
LINC02088,0,0,0,0
LINC02089,0.119302,0.434821,0.130537,0
LINC02091,0,0.0546091,0,0
LINC02092,0,0,0,0
LINC02093,0.158494,0,0,0
LINC02094,0,0,0,0
LINC02096,0,0,0,0
LINC02097,0,0,0.0356526,0
LINC02098,0,0,0,0
LINC02099,0.021918,0,0.0240691,0
LINC02101,0.0580901,0,0,0.0829333
LINC02102,0,0.0173007,0,0
LINC02103,0,0,0,0
LINC02104,0,0,0,0
LINC02105,0,0,0,0
LINC02108,0.0796199,0,0,0.247004
LINC02109,0,0,0,0
LINC02110,0,0,0.176827,0
LINC02111,0,0,0,0
LINC02112,0.232285,0,0,0.109764
LINC02114,0,0,0,0
LINC02115,0.229722,0,0,0.284145
LINC02117,0,0,0,0
LINC02119,0,0,0,0
LINC02120,0.0334745,0,0.0367155,0
LINC02123,0,0,0,0
LINC02124,0,0,0,0
LINC02125,0,0,0,0
LINC02126,0,0,0.062501,0
LINC02127,0,0,0,0
LINC02128,0,0.0264088,0,0
LINC02129,0,0,0,0
LINC02130,0,0,0,0
LINC02132,0.209105,0.200673,0.23691,0
LINC02133,0,0.282969,0.0275022,0.0301662
LINC02135,0,0,0,0
LINC02136,0,0,0,0
LINC02137,0.293994,0.689409,0.281706,0.472159
LINC02138,0,0,0,0
LINC02139,0,0,0.0368984,0.0107711
LINC02140,0,0,0,0
LINC02141,0.0102763,0,0,0
LINC02142,0.14966,0,0,0.220212
LINC02143,0,0,0,0
LINC02144,0,0,0,0
LINC02145,0.0273709,0.04917,0.0807197,0.0381915
LINC02146,0,0,0,0
LINC02147,0,0,0,0
LINC02148,0.0584027,0.10526,0,0
LINC02149,0,0,0,0
LINC02150,0,0,0,0.0760215
LINC02151,0,0,0,0
LINC02152,0,0,0,0
LINC02153,0,0,0,0
LINC02154,0.0982362,0.762053,0.266039,0.237282
LINC02156,0,0,0,0
LINC02157,0,0,0,0
LINC02159,0,0,0,0
LINC02160,0,0,0,0
LINC02163,1.43283,2.34555,2.02165,2.43638
LINC02164,0,0,0,0
LINC02165,0,0,0,0
LINC02166,1.77502,1.31244,3.64284,1.48778
LINC02167,0,0,0,0.168757
LINC02168,0,0,0,0
LINC02169,0,0,0,0
LINC02172,0,0,0,0.0353916
LINC02173,0,0,0,0
LINC02174,0,0,0.045741,0
LINC02175,0.818374,0.555554,1.11115,0.497733
LINC02176,0.284843,0,0,0
LINC02177,0.127943,0,0.0572598,0
LINC02178,0,0,0,0
LINC02179,0,0,0,0
LINC02180,0,0,0,0
LINC02181,0,0,0.0518382,0.0189219
LINC02182,0,0.170068,0,0
LINC02183,0,0,0,0
LINC02184,0,0,0,0
LINC02185,0.374032,0.370873,0.117844,0.280751
LINC02186,0,0,0,0
LINC02188,0.0133136,0.0238644,0.0146446,0.0479775
LINC02189,0,0,0,0
LINC02190,0,0,0,0
LINC02192,0,0.0477561,0,0
LINC02193,5.76833,6.82275,6.27279,6.5918
LINC02195,0,0,0,0
LINC02196,0.101137,0,0,0.0406202
LINC02197,0.341313,0.121837,0,0.0799741
LINC02198,0.170673,0,0,0.116324
LINC02199,0.0243178,0.171113,0.0861969,0.0292593
LINC02200,0.161924,0.0224664,0.0899829,0.0266543
LINC02201,0,0.0414433,0,0
LINC02202,0.123931,0.0221796,0.275586,0.148734
LINC02203,0,0,0,0
LINC02204,0.0202876,0,0,0
LINC02206,0,0,0,0
LINC02207,0.306527,0.34117,0.1004,0.557625
LINC02208,0,0,0.345104,0
LINC02209,0,0,0,0
LINC02210,40.2506,41.6107,49.8957,43.6298
LINC02210-CRHR1,0.308029,0,0,0
LINC02211,0.251215,0.159337,0.12576,0.2225
LINC02212,0.0334694,0.05874,0,0.0864075
LINC02213,0,0,0,0
LINC02214,0,0,0.124547,0
LINC02216,0.296444,0,0.210127,0
LINC02217,0.0459548,0.0252787,0.326022,0.0719598
LINC02218,0,0,0,0
LINC02219,0,0,0,0
LINC02220,0,0,0,0
LINC02221,0,0,0,0
LINC02222,0,0,0,0
LINC02223,0,0,0,0
LINC02224,0,0,0,0
LINC02225,0.0478074,0,0,0.043671
LINC02226,0,0,0.0475723,0
LINC02227,0,0,0,0
LINC02228,0.116334,0,0.0263486,0
LINC02229,0,0,0,0
LINC02232,0,0,0.0947591,0
LINC02234,0,0.103999,0,0
LINC02235,0.750668,0.0669474,0.369479,0
LINC02236,0.170554,0.418941,0.258372,0.267914
LINC02237,0,0,0,0
LINC02239,0,0,0,0
LINC02240,0.141173,0.296148,0.360162,0.113628
LINC02241,0.190489,0.10437,0.186492,0.992436
LINC02242,0,0,0,0
LINC02243,0,0,0,0
LINC02244,0,0,0,0
LINC02245,4.79218,3.93031,5.0093,2.97758
LINC02246,0.67115,0.693356,0.606888,0.473742
LINC02247,0,0,0,0
LINC02248,0,0,0,0
LINC02249,2.21302,1.51421,0.737638,1.26889
LINC02250,0,0,0,0
LINC02251,0,0,0,0
LINC02252,0,0,0,0
LINC02253,0.51316,0.763047,1.87964,0.79499
LINC02254,0.0638563,0.204089,0,0.122023
LINC02256,2.55035,1.55632,3.1266,3.64187
LINC02257,0,0,0,0.542001
LINC02259,0.444056,0.487889,0.193404,0.292602
LINC02260,0.0601597,0,0.0659905,0
LINC02261,0,0,0,0
LINC02262,0,0,0,0
LINC02263,0.272287,0.124363,0.297783,0.380415
LINC02265,0,0.141043,0,0
LINC02266,0,0,0.0564073,0
LINC02267,0.155125,0.310664,0.706187,0.344629
LINC02268,0.81266,1.15725,2.82912,2.04189
LINC02269,0.0556786,0,0.532522,0
LINC02270,0,0,0,0
LINC02271,0.0877289,0.148313,0,0
LINC02272,0,0,0,0
LINC02273,0.0536452,0.049513,0,0
LINC02274,0.427988,0.16563,0.268043,0
LINC02275,0.445254,0.238214,0.113516,0.14418
LINC02276,0,0,0,0
LINC02278,0,0,0,0
LINC02280,0,0,0.0217719,0.054281
LINC02281,0,0,0,0.878534
LINC02282,0,0,0,0
LINC02283,0,0,0,0
LINC02284,0,0,0,0.0645492
LINC02285,0,0,0,0
LINC02288,0.178889,0.0200694,0.0278122,0.0537942
LINC02289,0.038486,0.0346291,0,0.229973
LINC02290,0,0,0,0.215373
LINC02291,0,0,0,0
LINC02292,0.256875,0,0,0
LINC02293,0,0,0,0
LINC02294,0,0,0,0
LINC02295,0,0,0,0
LINC02296,0,0,0,0
LINC02297,0,0,0,0
LINC02298,0.594427,0.624216,1.769,1.24253
LINC02299,0,0.0552554,0,0
LINC02300,0,0,0,0
LINC02301,0.0929028,0.0584872,0.254459,0
LINC02302,0.0450488,0,0,0.0270942
LINC02303,0,0,0,0
LINC02304,0,0,0.239426,0
LINC02305,0,0,0,0
LINC02306,0.0436929,0.0588177,0.0719076,0.157656
LINC02307,0,0,0,0
LINC02308,0,0,0,0
LINC02309,0.928336,0.857063,0,0
LINC02310,0,0,0,0
LINC02311,0.463002,0.179985,0.0392665,0.278548
LINC02312,0,0,0,0
LINC02313,0,0,0,0
LINC02315,0.150686,0,0.38427,0.347995
LINC02316,0.0276779,0.0248619,0,0.033319
LINC02317,0,0,0,0
LINC02318,0.0527734,0.0587362,0.213719,0
LINC02319,0,0,0,0
LINC02320,0,0,0,0
LINC02321,2.27783,1.91829,2.1483,1.97145
LINC02322,0,0,0,0
LINC02323,0,0.0386291,0,0
LINC02324,0.567907,0.838703,0.412419,0.67503
LINC02325,0,0.0987881,0,0
LINC02326,0,0,0,0
LINC02327,0.288176,0.108787,0.157464,0.333662
LINC02328,0.32541,0.439137,0.197667,0.0871345
LINC02330,0,0,0,0
LINC02331,0,0,0.0315211,0
LINC02332,0,0,0,0
LINC02333,0,0,0,0.140623
LINC02334,0.239509,0.0948554,0.055634,0.0154827
LINC02335,0,0,0,0
LINC02336,0,0.0795986,0,0.120018
LINC02337,0,0,0,0
LINC02338,0,0.0215366,0,0
LINC02340,1.62766,1.30258,1.5766,2.11039
LINC02341,0,0,0.307509,0
LINC02342,0,0,0,0
LINC02343,0,0,0,0
LINC02344,0,0,0,0
LINC02345,0,0,0,0
LINC02346,0.590307,0.457394,0.400965,0.349383
LINC02347,0,0,0.0439883,0
LINC02351,0,0,0,0
LINC02352,0.526262,0.0871971,0.106398,0.0779032
LINC02354,0,0,0,0
LINC02355,0,0.194904,0,0
LINC02356,0,0.65486,0,1.3133
LINC02359,0,0.0103961,0.0138106,0.0822827
LINC02360,0,0,0,0
LINC02361,1.36892,0.616556,1.64817,1.10159
LINC02362,0.0328332,0.0734309,0.0578527,0.260523
LINC02363,0.0930991,0.0846308,0.620617,0
LINC02364,0,0,0,0
LINC02365,0,0,0,0.246174
LINC02366,0,0,0,0
LINC02367,0.519605,0.474292,0.688683,0.801046
LINC02368,0,0,0,0
LINC02371,0,0.0355859,0.0435629,0.0238371
LINC02372,0,0,0,0
LINC02373,0.712404,0,0.259244,0
LINC02374,0,0,0,0
LINC02375,0,0,0,0
LINC02376,0.0445434,0.120353,0,0
LINC02377,0,0,0,0
LINC02378,0,0,0,0
LINC02380,0,0,0,0
LINC02381,37.1098,36.4672,34.1134,33.1137
LINC02383,0,0,0,0
LINC02384,0.0375977,0.0598186,0.0206261,0
LINC02385,0,0,0,0
LINC02387,0.78974,0.159145,0.672726,1.4924
LINC02388,0.147837,0.0416624,0.0992184,0
LINC02389,0.0407224,0,0,0.0532165
LINC02390,0,0,0,0.57439
LINC02391,0,0,0,0
LINC02392,0.150758,0.179823,0.0508969,0.360635
LINC02393,0.0354391,0,0,0
LINC02394,0.18658,0.0601595,0.0366957,0
LINC02395,0.110349,0,0.269998,0.0461598
LINC02396,0,0,0,0
LINC02397,0.0235907,0,0.0129569,0
LINC02398,0,0,0,0
LINC02399,0,0,0,0.322341
LINC02400,0,0,0,0
LINC02401,0,0,0,0
LINC02402,0,0,0,0
LINC02404,0,0,0,0
LINC02405,0,0.149407,0.033819,0
LINC02406,0,0,0,0
LINC02408,0.0385341,0.139246,0.0422593,0
LINC02410,0,0,0,0
LINC02411,0,0,0,0
LINC02412,0,0,0,0.184714
LINC02413,0,0,0,0
LINC02415,0,0,0,0
LINC02416,0,0,0,0
LINC02417,0,0,0,0
LINC02418,0.0181393,0,0,0.0217868
LINC02419,0.0432231,0,0,0
LINC02421,0,0,0,0
LINC02422,0.288705,0.17814,0.421483,0.476734
LINC02423,0,0,0,0
LINC02426,0,0,0,0
LINC02427,0.0518538,0.0276656,0.0184036,0.128515
LINC02428,0,0,0,0.0630095
LINC02429,0.133782,0,0,0
LINC02430,0,0,0,0
LINC02431,0,0,0.0443629,0
LINC02432,0.103765,0,0,0
LINC02433,0,0,0.0791482,0
LINC02434,0,0,0,0
LINC02435,0,0.13465,0,0
LINC02436,0,0.0550449,0,0.0737537
LINC02438,0,0,0,0
LINC02440,0.168823,0,0,0.207407
LINC02441,0,0,0,0
LINC02443,0,0,0,0
LINC02444,0.23471,0.255119,0.54055,0.248142
LINC02446,0,0,0,0
LINC02447,0.110237,0.34435,0.220993,0.387181
LINC02448,0,0,0,0
LINC02449,0.435717,1.6482,0.379503,0.471981
LINC02450,0,0.120289,0,0
LINC02451,0,0,0,0
LINC02452,0,0.0393175,0,0
LINC02453,0.630341,0.89316,0.366169,0.596521
LINC02454,0.181772,0.0327001,0.159021,0
LINC02455,0,0,0,0
LINC02456,0,0,0.116803,0
LINC02457,0,0.0116821,0.0288427,0
LINC02458,0.0440034,0,0,0
LINC02460,0,0,0,0
LINC02461,0,0,0,0
LINC02462,0,0,0,0
LINC02463,0,0,0,0.228229
LINC02464,0,0,0,0
LINC02465,0,0,0.0419712,0.118183
LINC02466,0.0940434,0.169464,0,0
LINC02469,0.24979,0.207344,0.41479,0
LINC02470,0,0,0,0
LINC02471,0.0268999,0.0534972,0,0.04847
LINC02472,0,0.412977,0,0
LINC02473,0.030391,0.0652667,0,0
LINC02474,0,0,0,0
LINC02475,0,0,0,0.0371516
LINC02476,0,0,0.0469783,0
LINC02477,0,0,0,0
LINC02478,0.359661,0,0,0
LINC02479,0,0,0,0
LINC02481,0.0367003,0.0660262,0,0.132721
LINC02482,6.30356,5.37922,4.87908,2.38068
LINC02483,0,0,0,0
LINC02484,0,0.0765094,0,0
LINC02485,0.101961,0.430546,0,0
LINC02487,0.0233956,0,0,0
LINC02488,0,0,0.0485963,0
LINC02489,0,0,0.348037,0
LINC02492,0,0,0,0
LINC02493,0.120259,0,0,0
LINC02496,0,0,0,0
LINC02497,0,0,0,0
LINC02499,0,0,0,0
LINC02500,0,0,0,0
LINC02501,0,0,0,0
LINC02502,0,0.117991,0.282883,0
LINC02503,1.42212,0.972689,1.71285,1.37555
LINC02504,0,0,0.0141526,0
LINC02505,0,0,0,0
LINC02506,0.398645,0.108674,0.0671436,0.36148
LINC02507,0,0,0,0
LINC02509,0,0,0,0
LINC02510,0,0,0,0
LINC02511,0,0.230571,0.632581,0.463324
LINC02512,0.232285,0.429412,0,0
LINC02513,0,0,0,0
LINC02515,0,0.15293,0.247702,0.0683048
LINC02516,2.40046,0.097695,0.0421278,0.185273
LINC02517,0.279568,0,0.204075,0.226243
LINC02518,0,0,0,0
LINC02519,0.0582842,0.666797,0.478185,0.357169
LINC02520,0,0,0,0
LINC02521,0,0,0,0.0747979
LINC02522,0.587351,0,0,0
LINC02523,0,0.0198033,0,0
LINC02525,0.0584755,0.0527808,0,0.141443
LINC02526,0,0.222949,0.263208,0.298482
LINC02527,0.206654,0.0586737,0,0.125819
LINC02528,0,0,0,0
LINC02529,0,0,0,0
LINC02530,0,0,0,0
LINC02531,0,0.395323,0,0
LINC02532,0,0,0,0
LINC02533,0.0296248,0,0,0.0355632
LINC02535,0,0,0,0
LINC02536,0,0,0,0
LINC02537,0,0,0,0
LINC02538,0,0,0,0
LINC02539,0,0,0,0
LINC02540,0.107138,0,0.058776,0
LINC02541,0.0360582,0,0.106031,0
LINC02542,0.666529,0.673415,0.614089,0.524721
LINC02544,0,0,0,0
LINC02547,0.0199478,0.0176907,0.0215562,0.0260949
LINC02548,0,0,0,0.358784
LINC02549,0,0.110443,0,0
LINC02550,0.359132,0.495132,0,0.220919
LINC02551,0.0949061,0.0348338,0.0374714,0.0442718
LINC02552,0.151209,0.375875,0.0179711,0.375636
LINC02554,0,0,0,0
LINC02555,0,0,0,0
LINC02556,0.332271,0,0.362027,0
LINC02558,3.63564,2.27432,1.86163,2.74581
LINC02560,1.25424,0.578015,0,0.516077
LINC02561,0,0,0,0
LINC02562,0.0994941,0,0,0.41576
LINC02563,0,0,0,0
LINC02564,0.346524,0.706054,0,0.845531
LINC02567,0,0,0,0
LINC02568,0.0338417,0,0.0742359,0.151904
LINC02569,0.359693,0.407862,0.196958,0.287657
LINC02570,0,0,0,0
LINC02572,0.275977,0.372275,0.204171,0.307031
LINC02574,0,0,0.102182,0
LINC02575,0.10945,0.0656335,0.200062,0.17591
LINC02576,0.213882,0.376529,0,0.30378
LINC02577,0.402649,0.919786,0,0.720612
LINC02579,0,0,0,0
LINC02580,0,0,0.0373637,0.906169
LINC02582,0,0.217153,0,0
LINC02584,0,0,0,0
LINC02585,6.32667,4.84876,5.62336,2.56152
LINC02587,0,0,0,0
LINC02590,0,0,0,0
LINC02591,0.140005,0.143168,0,0
LINC02593,8.13933,9.3377,6.75824,8.46013
LINC02594,0.191366,0,0.105838,0.507578
LINC02595,0.190851,0.436615,0.0523121,0
LINC02596,0,0,0,0
LINC02598,0.155307,0,0,0
LINC02599,0,0,0,0
LINC02600,0.183953,0.164888,0.0465852,0.101998
LINC02601,0,0.167097,0,0.111923
LINC02603,0,0,0,0.0924727
LINC02604,4.55742,3.39547,4.1741,4.48281
LINC02605,0.117463,0.0695801,0.0282648,0.191489
LINC02606,0.96234,1.26047,0.587823,0.830025
LINC02607,0,0,0,0.137006
LINC02608,0.08544,0.741027,0.270871,0.813276
LINC02609,10.9661,9.23214,12.2618,9.31142
LINC02610,0,0,0,0.143659
LINC02611,0.0512332,0,0,0
LINC02612,0,0,0,0
LINC02613,0.187886,0.267556,0.426093,1.2664
LINC02614,3.01931,2.77171,2.31806,2.88761
LINC02615,1.05717,0.482264,0.731366,1.04087
LINC02616,0.0460736,0.0830114,0,0.111236
LINC02617,0,0,0,0.188303
LINC02618,0.485339,0.210519,0.191737,0.141038
LINC02619,0,0,0,0
LINC02620,0,0,0,0
LINC02621,0,0,0,0
LINC02622,0,0.0653614,0,0
LINC02623,0.119483,0.0358438,0.0873526,0
LINC02624,0.41258,0.950675,0.225295,0
LINC02625,0.178537,0,0,0
LINC02626,1.00702,0,0,0
LINC02627,0,0,0,0
LINC02629,0.144453,0.241666,0,0
LINC02630,0.0877489,0,0,0
LINC02631,0.0921472,0.124517,0.367793,0.109104
LINC02632,0.0162355,0,0.0712629,0
LINC02633,0,0,0,0
LINC02634,0,0,0,0
LINC02635,0.0941288,0,0.0226429,0.495132
LINC02636,0,0.157569,0.37513,0.0801474
LINC02637,0,0.14635,0,0
LINC02639,0,0,0,0
LINC02640,0,0,0.265218,0
LINC02641,0.409862,0.420254,0,0.445659
LINC02642,0,0.0508353,0,0.0357262
LINC02643,0,0,0,0
LINC02644,0,0,0,0
LINC02645,0,0,0,0
LINC02646,0,0,0,0
LINC02648,0,0.169026,0.803193,0
LINC02649,0.127578,0,0.113857,0.367799
LINC02650,0,0,0,0
LINC02651,0,0,0,0
LINC02654,0,0,0,0
LINC02656,0,0.0485641,0.0889734,0
LINC02659,0,0,0,0
LINC02660,0,0,0,0.1773
LINC02661,0,0,0,0
LINC02662,0,0,0,0
LINC02663,0,0,0,0
LINC02664,0.029898,0,0.0651245,0
LINC02666,0,0,0,0
LINC02668,0,0,0,0
LINC02669,0,0.0414765,0,0.0554512
LINC02671,0.0594937,0.0230866,0,0.0308456
LINC02672,0,0,0,0
LINC02673,0,0,0,0
LINC02674,0,0,0,0
LINC02675,0,0,0,0
LINC02676,0,0,0,0
LINC02679,0,0,0,0.171188
LINC02680,0.035679,0.0160021,0.150856,0.128562
LINC02681,0,0.0269683,0.0657982,0.0361175
LINC02682,0,0,0,0
LINC02683,0,0,0,0
LINC02684,0,0,0,0
LINC02685,0,0,0,0
LINC02687,0,0.0230917,0,0.0308368
LINC02688,0,0.0186138,0.022761,0.0498933
LINC02689,0,0,0,0
LINC02691,0,0.182298,0,0.0488578
LINC02692,0,0,0,0
LINC02693,10.0144,13.4606,12.1781,14.5948
LINC02694,0.256674,0.0870015,0.136195,0.214669
LINC02695,0,0,4.22576,0
LINC02696,0.401273,0.485722,1.68252,0.253557
LINC02697,0,0.281759,0,0
LINC02699,0,0,0,0
LINC02700,0,0,0,0
LINC02701,0,0.0179304,0,0
LINC02703,0,0,0,0
LINC02704,0.395426,0.448978,0.216466,0.721784
LINC02705,0,0,0,0
LINC02706,0,0,0,0
LINC02708,0,0,0,0
LINC02709,0.34498,0.38281,0.430814,0.433539
LINC02710,0,0,0,0
LINC02711,0,0,0,0
LINC02712,0,0.153231,0,0.205129
LINC02714,0,0,0,0
LINC02715,0,0,0,0
LINC02716,0.0429317,0.193281,0,0
LINC02717,0.431592,0.137369,0.321642,0.257731
LINC02718,0,0.108069,0.129787,0
LINC02721,0,0,0,0.0520558
LINC02722,0,0,0,0
LINC02723,0.150464,0,0.412115,0
LINC02724,0.227096,0.269778,0,0.296869
LINC02725,0,0,0,0
LINC02727,0,0,0,0
LINC02728,0.811234,0.655955,0.835357,0.328524
LINC02729,0,0,0,0
LINC02731,0.0528641,0.193195,0.265703,0.100449
LINC02732,0.0860254,0.128187,0.121327,0.286252
LINC02733,0.177986,0.0998386,0.0244098,0.0802826
LINC02734,0,0,0,0
LINC02735,0,0,0,0
LINC02736,0,0,0.0712396,0
LINC02739,1.61702,1.18003,0.758205,1.20044
LINC02740,0,0,0,0
LINC02741,0,0,0.0984642,0
LINC02742,0.454095,0.460314,0.247693,0.235218
LINC02743,0,0,0,0
LINC02744,0,0,0,0
LINC02745,0,0,0,0
LINC02746,0.0758834,0.238955,0.208051,0.274472
LINC02747,0,0,0,0
LINC02749,0.620929,0.381513,0.766906,1.78785
LINC02750,0,0.157569,0.37513,0
LINC02751,0,0,4.22E-06,0
LINC02752,0,0,0,0
LINC02753,0,0,0,0
LINC02754,0.311743,0.41344,0.171556,0.173589
LINC02755,0,0,0,0
LINC02756,0,0,0,0
LINC02757,0.0498843,0,0,0.149448
LINC02759,0,0,0,0
LINC02761,0,0,0,0
LINC02762,0.752644,0.685956,0.639999,0.60134
LINC02763,0.12733,0,0,0
LINC02764,0,0,0,0.0390751
LINC02765,0.251235,0.114567,0,0
LINC02766,0.0798615,0.107812,0,0
LINC02767,0.0339219,0,0,0.0101795
LINC02768,2.26608,2.08556,0,1.37843
LINC02769,0,0,0,0
LINC02770,0,0,0,0
LINC02771,0,0,0,0
LINC02772,0.338969,0.536157,0,0.115132
LINC02773,0.0504434,0,0,0
LINC02774,0.0755118,0,0.12422,0.0455201
LINC02775,0,0,0,0
LINC02777,0.60219,0.0604742,0.202233,0.0810254
LINC02778,0,0,0,0
LINC02780,0.728164,0,0.213101,0.14113
LINC02781,0,0,0,0
LINC02782,0,0,0.23614,0
LINC02783,0.0273531,0,0,0
LINC02785,0.0530701,0.0720961,0.0873291,0.0638756
LINC02786,0,0,0,0
LINC02789,0,0,0,0.0348579
LINC02790,0,0,0,0
LINC02792,0,0,0,0
LINC02793,0,0,0,0
LINC02794,0,0,0,0
LINC02795,0.0692675,0.121377,0.151991,0.121995
LINC02796,0,0,0,0
LINC02797,0,0,0,0
LINC02798,0.144454,0.0217982,0.23169,0.161553
LINC02799,0,0.292745,0,1.24812
LINC02800,0.256445,0.032954,0.291599,0.235841
LINC02801,0.257689,0.282711,1.39186,1.1496
LINC02802,8.71141,0.831297,6.32843,4.00222
LINC02803,0.416835,0.430063,0.587405,0.721334
LINC02804,4.19335,3.42005,1.73179,3.49955
LINC02805,0.0661921,0,0,0.0412316
LINC02806,0.035193,0,0,0.0848276
LINC02808,0,0,0,0
LINC02809,0.0498829,0,0.0551363,0.0300143
LINC02810,0,0,0,0
LINC02811,0,0,0,0
LINC02812,0.763922,0.520151,0.731922,0.232283
LINC02813,0.0518421,0.0484266,0.259244,0
LINC02814,1.52189,3.26933,1.28394,4.91167
LINC02815,0.124855,0.455445,0,0
LINC02816,0.220086,1.00429,0.418469,1.20113
LINC02817,0,0.184684,0.073114,0.236597
LINC02818,0.962333,0.596655,0.349756,0.798539
LINC02820,0,0.16177,0,0
LINC02821,0.899457,0.275667,1.44445,0.551754
LINC02822,0.827273,0.91532,0.422578,0.648678
LINC02823,0,0,0,0
LINC02824,0,0,0,0
LINC02826,0,0,0,0
LINC02827,0,0.0195019,0,0
LINC02828,0,0,0,0
LINC02829,0,0,0,0
LINC02830,0,0,0,0
LINC02831,0,0,0,0
LINC02832,0.0345116,0,0.0758027,0.0648572
LINC02833,0.0338046,0.151973,0.0370773,0
LINC02834,0,0,0,0
LINC02835,0,0,0,0
LINC02836,0,0,0,0
LINC02837,0,0.0274407,0,0.0505537
LINC02838,0,0,0,0
LINC02840,0.0634881,0.160073,0.121197,0.071337
LINC02841,0,0,0,0
LINC02842,0,0,0,0
LINC02843,0,0,0,0.0343241
LINC02844,0,0,0,0
LINC02845,0,0,0,0
LINC02846,3.43825,2.48267,1.28053,1.8233
LINC02847,0,0,0,0
LINC02848,0.0456845,0.0809598,0.0491606,0.132854
LINC02849,0,0,0,0.0994902
LINC02851,0.198418,0.182798,0.650189,1.09491
LINC02853,0,0,0.0921798,0
LINC02854,0.119646,0,0,0
LINC02856,0,0,0,0
LINC02857,0.0577928,0.0336818,0.0950944,0.0347923
LINC02858,0,0,0,0.0562525
LINC02860,0,0.0309733,0,0
LINC02861,0.384376,0.137334,0.510055,0.430429
LINC02862,0,0,0,0
LINC02863,0,0,0,0
LINC02864,0.171282,0.165732,0.027391,0.0835304
LINC02865,0,0,0,0
LINC02866,0,0,0,0
LINC02868,0,0,0,0
LINC02869,0,0,0,0
LINC02870,0,0.190756,0.226048,1.02163
LINC02871,0.387243,0.72134,0.336719,0.267411
LINC02872,0,0,0,0
LINC02873,0.0182421,0,0,0
LINC02874,0,0,0,0
LINC02875,0.0903921,0.0407095,0.0495563,0
LINC02877,0,0.0886416,0,0.118752
LINC02878,1.09439,0.709628,0.940839,1.40579
LINC02880,0,0.0720621,0.0439028,0
LINC02881,0,0,0,0
LINC02882,0.522213,0.526381,0.504224,0.571499
LINC02883,0,0.0810929,0.0979097,0.434542
LINC02884,0.0113452,0,0.0124511,0
